,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,date,hour,weekday,month
464,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.02,13.635,100,0.0,61,2011-02-02,10,Wednesday,February
465,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,11.365,93,12.998,52,2011-02-02,11,Wednesday,February
466,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,11.365,93,15.0013,64,2011-02-02,12,Wednesday,February
467,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,16.665,93,11.0014,75,2011-02-02,13,Wednesday,February
468,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,15.58,19.695,82,26.0027,63,2011-02-02,14,Wednesday,February
469,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,15.58,19.695,76,22.0028,76,2011-02-02,15,Wednesday,February
470,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,14.76,16.665,71,19.9995,103,2011-02-02,16,Wednesday,February
471,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,14.76,15.91,53,35.0008,190,2011-02-02,17,Wednesday,February
472,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,14.395,42,36.9974,182,2011-02-02,18,Wednesday,February
473,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,12.12,45,32.9975,91,2011-02-02,19,Wednesday,February
474,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,9.85,48,36.9974,75,2011-02-02,20,Wednesday,February
475,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,47,22.0028,63,2011-02-02,21,Wednesday,February
476,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,10.605,44,16.9979,40,2011-02-02,22,Wednesday,February
477,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,8.335,44,30.0026,32,2011-02-02,23,Wednesday,February
478,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,8.335,40,30.0026,12,2011-02-03,00,Thursday,February
479,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,7.575,44,35.0008,5,2011-02-03,01,Thursday,February
480,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,8.335,43,16.9979,2,2011-02-03,02,Thursday,February
481,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,8.335,43,16.9979,1,2011-02-03,03,Thursday,February
482,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.82,50,19.9995,2,2011-02-03,05,Thursday,February
483,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.82,43,23.9994,39,2011-02-03,06,Thursday,February
484,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,6.06,50,22.0028,87,2011-02-03,07,Thursday,February
485,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,6.06,50,23.9994,188,2011-02-03,08,Thursday,February
486,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.82,47,19.9995,133,2011-02-03,09,Thursday,February
487,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,7.575,43,22.0028,52,2011-02-03,10,Thursday,February
488,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,6.82,43,30.0026,64,2011-02-03,11,Thursday,February
489,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,40,23.9994,69,2011-02-03,12,Thursday,February
490,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,8.335,40,27.9993,51,2011-02-03,13,Thursday,February
491,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,26.0027,47,2011-02-03,14,Thursday,February
492,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,22.0028,60,2011-02-03,15,Thursday,February
493,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,10.605,37,16.9979,78,2011-02-03,16,Thursday,February
494,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.85,40,12.998,175,2011-02-03,17,Thursday,February
495,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,10.605,40,11.0014,147,2011-02-03,18,Thursday,February
496,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,40,0.0,96,2011-02-03,19,Thursday,February
497,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,11.365,47,6.0032,109,2011-02-03,20,Thursday,February
498,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,10.605,55,7.0015,54,2011-02-03,21,Thursday,February
499,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,10.605,51,6.0032,41,2011-02-03,22,Thursday,February
500,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,11.365,47,7.0015,38,2011-02-03,23,Thursday,February
501,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,12.88,44,0.0,13,2011-02-04,00,Friday,February
502,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,11.365,59,0.0,7,2011-02-04,01,Friday,February
503,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,8.335,63,7.0015,1,2011-02-04,02,Friday,February
504,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,8.335,63,7.0015,1,2011-02-04,03,Friday,February
505,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,7.575,63,8.9981,7,2011-02-04,05,Friday,February
506,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,11.365,55,0.0,28,2011-02-04,06,Friday,February
507,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,10.605,59,0.0,87,2011-02-04,07,Friday,February
508,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,7.575,74,8.9981,220,2011-02-04,08,Friday,February
509,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,9.09,80,8.9981,127,2011-02-04,09,Friday,February
510,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,10.605,51,8.9981,51,2011-02-04,10,Friday,February
511,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,51,11.0014,64,2011-02-04,11,Friday,February
512,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,48,11.0014,86,2011-02-04,12,Friday,February
513,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",10.66,12.88,50,15.0013,82,2011-02-04,13,Friday,February
514,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,13.635,45,11.0014,91,2011-02-04,14,Friday,February
515,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,13.635,48,16.9979,90,2011-02-04,15,Friday,February
516,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",12.3,14.395,42,15.0013,99,2011-02-04,16,Friday,February
517,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",10.66,13.635,56,8.9981,205,2011-02-04,17,Friday,February
518,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.88,60,7.0015,155,2011-02-04,18,Friday,February
519,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,65,8.9981,103,2011-02-04,19,Friday,February
520,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,65,11.0014,71,2011-02-04,20,Friday,February
521,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,70,11.0014,43,2011-02-04,21,Friday,February
522,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,65,11.0014,46,2011-02-04,22,Friday,February
523,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,70,8.9981,31,2011-02-04,23,Friday,February
524,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,70,11.0014,39,2011-02-05,00,Saturday,February
525,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,65,11.0014,18,2011-02-05,01,Saturday,February
526,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,75,11.0014,17,2011-02-05,02,Saturday,February
527,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,12.12,75,11.0014,11,2011-02-05,03,Saturday,February
528,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,11.365,93,8.9981,8,2011-02-05,04,Saturday,February
529,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,11.365,100,6.0032,9,2011-02-05,05,Saturday,February
530,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,12.88,100,0.0,4,2011-02-05,06,Saturday,February
531,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,12.88,93,6.0032,4,2011-02-05,07,Saturday,February
532,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,11.365,100,6.0032,10,2011-02-05,08,Saturday,February
533,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,11.365,100,6.0032,20,2011-02-05,09,Saturday,February
534,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.2,10.605,100,8.9981,34,2011-02-05,10,Saturday,February
535,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,11.365,100,8.9981,47,2011-02-05,11,Saturday,February
536,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,11.365,100,11.0014,52,2011-02-05,12,Saturday,February
537,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,11.365,100,11.0014,72,2011-02-05,13,Saturday,February
538,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,13.635,100,0.0,55,2011-02-05,14,Saturday,February
539,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,13.635,100,0.0,60,2011-02-05,15,Saturday,February
540,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,11.365,100,8.9981,71,2011-02-05,16,Saturday,February
541,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,10.605,100,19.0012,78,2011-02-05,17,Saturday,February
542,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,12.12,93,30.0026,83,2011-02-05,18,Saturday,February
543,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,12.12,93,30.0026,84,2011-02-05,19,Saturday,February
544,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,14.395,87,16.9979,69,2011-02-05,20,Saturday,February
545,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,100,12.998,56,2011-02-05,21,Saturday,February
546,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,13.635,93,8.9981,45,2011-02-05,22,Saturday,February
547,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,93,15.0013,59,2011-02-05,23,Saturday,February
548,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,70,12.998,39,2011-02-06,00,Sunday,February
549,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,65,27.9993,44,2011-02-06,01,Sunday,February
550,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,60,22.0028,20,2011-02-06,02,Sunday,February
551,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,14.395,60,6.0032,13,2011-02-06,03,Sunday,February
552,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,60,23.9994,2,2011-02-06,04,Sunday,February
553,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,60,15.0013,1,2011-02-06,05,Sunday,February
554,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,60,15.0013,1,2011-02-06,06,Sunday,February
555,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.12,65,11.0014,8,2011-02-06,07,Sunday,February
556,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,65,7.0015,23,2011-02-06,08,Sunday,February
557,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,14.395,56,7.0015,45,2011-02-06,09,Sunday,February
558,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,14.395,52,16.9979,89,2011-02-06,10,Sunday,February
559,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.12,15.15,49,16.9979,117,2011-02-06,11,Sunday,February
560,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,16.665,46,0.0,174,2011-02-06,12,Sunday,February
561,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,18.18,46,0.0,182,2011-02-06,13,Sunday,February
562,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,17.425,46,6.0032,161,2011-02-06,14,Sunday,February
563,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,17.425,46,6.0032,182,2011-02-06,15,Sunday,February
564,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,17.425,49,7.0015,157,2011-02-06,16,Sunday,February
565,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,13.94,18.18,46,0.0,121,2011-02-06,17,Sunday,February
566,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,15.15,56,11.0014,78,2011-02-06,18,Sunday,February
567,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,14.395,61,8.9981,21,2011-02-06,19,Sunday,February
568,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,14.395,61,7.0015,26,2011-02-06,20,Sunday,February
569,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,15.15,60,0.0,27,2011-02-06,21,Sunday,February
570,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,15.15,60,0.0,62,2011-02-06,22,Sunday,February
571,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,14.395,65,0.0,30,2011-02-06,23,Sunday,February
572,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,14.395,65,0.0,15,2011-02-07,00,Monday,February
573,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,13.635,75,0.0,5,2011-02-07,01,Monday,February
574,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,80,0.0,3,2011-02-07,02,Monday,February
575,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,86,0.0,1,2011-02-07,03,Monday,February
576,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,86,0.0,2,2011-02-07,04,Monday,February
577,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,86,0.0,10,2011-02-07,05,Monday,February
578,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,12.12,93,0.0,30,2011-02-07,06,Monday,February
579,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,12.12,86,0.0,95,2011-02-07,07,Monday,February
580,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,11.365,100,0.0,230,2011-02-07,08,Monday,February
581,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,13.635,80,0.0,118,2011-02-07,09,Monday,February
582,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,75,7.0015,55,2011-02-07,10,Monday,February
583,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,15.91,65,6.0032,47,2011-02-07,11,Monday,February
584,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",13.12,17.425,62,0.0,66,2011-02-07,12,Monday,February
585,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",14.76,18.18,57,6.0032,64,2011-02-07,13,Monday,February
586,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",14.76,18.18,57,6.0032,60,2011-02-07,14,Monday,February
587,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",15.58,19.695,54,6.0032,50,2011-02-07,15,Monday,February
588,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",14.76,17.425,57,8.9981,114,2011-02-07,16,Monday,February
589,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",13.12,15.91,70,11.0014,216,2011-02-07,17,Monday,February
590,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",13.94,16.665,66,8.9981,175,2011-02-07,18,Monday,February
591,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",13.12,17.425,70,0.0,128,2011-02-07,19,Monday,February
592,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",13.12,16.665,70,7.0015,88,2011-02-07,20,Monday,February
593,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,13.12,17.425,70,0.0,78,2011-02-07,21,Monday,February
594,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,15.15,81,6.0032,37,2011-02-07,22,Monday,February
595,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",12.3,16.665,81,0.0,25,2011-02-07,23,Monday,February
596,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,15.91,87,0.0,10,2011-02-08,00,Tuesday,February
597,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",11.48,15.91,87,0.0,4,2011-02-08,01,Tuesday,February
598,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",10.66,13.635,93,7.0015,2,2011-02-08,02,Tuesday,February
599,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",11.48,13.635,93,11.0014,1,2011-02-08,03,Tuesday,February
600,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,93,11.0014,3,2011-02-08,04,Tuesday,February
601,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,81,22.0028,2,2011-02-08,05,Tuesday,February
602,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,70,22.0028,39,2011-02-08,06,Tuesday,February
603,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,9.85,65,27.9993,100,2011-02-08,07,Tuesday,February
604,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,9.85,56,32.9975,243,2011-02-08,08,Tuesday,February
605,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,9.85,52,32.9975,135,2011-02-08,09,Tuesday,February
606,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.09,47,36.9974,48,2011-02-08,10,Tuesday,February
607,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.09,47,31.0009,50,2011-02-08,11,Tuesday,February
608,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,9.85,38,32.9975,65,2011-02-08,12,Tuesday,February
609,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.84,9.85,32,30.0026,50,2011-02-08,13,Tuesday,February
610,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,27.9993,64,2011-02-08,14,Tuesday,February
611,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,35,26.0027,51,2011-02-08,15,Tuesday,February
612,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.09,35,35.0008,83,2011-02-08,16,Tuesday,February
613,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.09,32,39.0007,176,2011-02-08,17,Tuesday,February
614,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,32,26.0027,152,2011-02-08,18,Tuesday,February
615,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.06,40,31.0009,101,2011-02-08,19,Tuesday,February
616,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.82,40,22.0028,56,2011-02-08,20,Tuesday,February
617,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,5.305,33,31.0009,54,2011-02-08,21,Tuesday,February
618,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,33,23.9994,29,2011-02-08,22,Tuesday,February
619,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,33,22.0028,12,2011-02-08,23,Tuesday,February
620,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.79,36,23.9994,17,2011-02-09,00,Wednesday,February
621,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,5.305,36,15.0013,7,2011-02-09,01,Wednesday,February
622,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,3.28,3.79,38,19.0012,3,2011-02-09,02,Wednesday,February
623,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,2.46,3.79,45,8.9981,2,2011-02-09,03,Wednesday,February
624,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,2.46,5.305,45,7.0015,7,2011-02-09,05,Wednesday,February
625,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,2.46,7.575,45,0.0,43,2011-02-09,06,Wednesday,February
626,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,2.46,5.305,49,7.0015,99,2011-02-09,07,Wednesday,February
627,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,6.82,42,0.0,199,2011-02-09,08,Wednesday,February
628,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,6.82,39,11.0014,123,2011-02-09,09,Wednesday,February
629,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,9.09,36,0.0,59,2011-02-09,10,Wednesday,February
630,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,7.575,43,11.0014,41,2011-02-09,11,Wednesday,February
631,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,9.09,40,15.0013,61,2011-02-09,12,Wednesday,February
632,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,8.335,40,16.9979,69,2011-02-09,13,Wednesday,February
633,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,34,19.9995,58,2011-02-09,14,Wednesday,February
634,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.09,34,19.0012,64,2011-02-09,15,Wednesday,February
635,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,37,16.9979,79,2011-02-09,16,Wednesday,February
636,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,34,16.9979,166,2011-02-09,17,Wednesday,February
637,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,8.335,47,19.9995,170,2011-02-09,18,Wednesday,February
638,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.74,6.06,86,16.9979,88,2011-02-09,19,Wednesday,February
639,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.74,7.575,86,11.0014,84,2011-02-09,20,Wednesday,February
640,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,7.575,86,11.0014,83,2011-02-09,21,Wednesday,February
641,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,8.335,80,11.0014,46,2011-02-09,22,Wednesday,February
642,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,7.575,80,12.998,37,2011-02-09,23,Wednesday,February
643,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.74,6.82,86,12.998,16,2011-02-10,00,Thursday,February
644,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.74,7.575,80,8.9981,7,2011-02-10,01,Thursday,February
645,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5.74,7.575,80,8.9981,3,2011-02-10,02,Thursday,February
646,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,6.82,59,15.0013,1,2011-02-10,04,Thursday,February
647,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",4.92,6.06,50,15.0013,6,2011-02-10,05,Thursday,February
648,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",4.92,6.06,54,19.0012,26,2011-02-10,06,Thursday,February
649,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.79,50,27.9993,99,2011-02-10,07,Thursday,February
650,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.79,49,22.0028,178,2011-02-10,08,Thursday,February
651,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,42,23.9994,122,2011-02-10,09,Thursday,February
652,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,42,19.9995,35,2011-02-10,10,Thursday,February
